"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","354","Allure Report","chromium","Thu Nov 06 16:15:25 IST 2025","passed","Thu Nov 06 16:15:25 IST 2025","","allureReport.spec.js","",""
